,Unnamed: 0,id,title,author,authoryearofbirth,authoryearofdeath,language,downloads,subjects,type,publicationyear,age,agecategory,timecategory
7133,9786,PG1880,"The Pathfinder; Or, The Inland Sea","Cooper, James Fenimore",1789,1851,['en'],155,"{'Frontier and pioneer life -- Fiction', 'United States -- History -- French and Indian War, 1754-1763 -- Fiction', 'Love stories', 'Indians of North America -- Fiction', 'War stories', 'Bumppo, Natty (Fictitious character) -- Fiction', 'Ontario, Lake (N.Y. and Ont.) -- Fiction', 'Historical fiction'}",Text,1840,51,3,5
13567,18741,PG2686,The Book of Snobs,"Thackeray, William Makepeace",1811,1863,['en'],157,{'Snobs and snobbishness -- Humor'},Text,1847,36,2,6
8367,11539,PG20387,A Thin Ghost and Others,"James, M. R. (Montague Rhodes)",1862,1936,['en'],158,"{'Horror tales, English', 'Short stories, English', 'Ghost stories, English'}",Text,1919,57,3,
8720,12042,PG2083,"In Search of the Castaways; Or, The Children of Captain Grant","Verne, Jules",1828,1905,['en'],160,"{'Seafaring life -- Fiction', 'South America -- Fiction', 'Castaways -- Fiction', 'Ocean travel -- Fiction', 'Voyages and travels -- Fiction', 'Australia -- Fiction', 'Ship captains -- Fiction', 'New Zealand -- Fiction'}",Text,1876,48,2,9
2525,3765,PG1338,Selected Prose of Oscar Wilde,"Wilde, Oscar",1854,1900,['en'],160,"{'Essays', 'Short stories'}",Text,1890,36,2,10
4821,6886,PG16199,Memoirs of the Author of a Vindication of the Rights of Woman,"Godwin, William",1756,1836,['en'],161,"{'Feminists -- Great Britain -- Biography', 'Authors, English -- 18th century -- Biography', 'Wollstonecraft, Mary, 1759-1797'}",Text,1798,42,2,1
3749,5420,PG1487,The Perfect Wagnerite: A Commentary on the Niblung's Ring,"Shaw, Bernard",1856,1950,['en'],161,"{'Wagner, Richard, 1813-1883. Ring des Nibelungen', 'Opera'}",Text,1898,42,2,10
11547,15953,PG2435,The Crimson Fairy Book,"Lang, Andrew",1844,1912,['en'],162,"{'Folklore', 'Fairy tales'}",Text,1913,69,4,
12330,17009,PG2530,"The Malay Archipelago, Volume 1: The Land of the Orang-utan and the Bird of Paradise; A Narrative of Travel, with Studies of Man and Nature","Wallace, Alfred Russel",1823,1913,['en'],162,"{'Malay Archipelago -- Description and travel', 'Natural history -- Malay Archipelago', 'Ethnology -- Malay Archipelago', 'Wallace, Alfred Russel, 1823-1913 -- Travel -- Malay Archipelago'}",Text,1869,46,2,8
7350,10064,PG1905,"The Governess; Or, The Little Female Academy","Fielding, Sarah",1710,1768,['en'],163,"{'School children -- Fiction', 'Schools -- Fiction', ""Girls' schools -- Fiction"", 'Governesses -- Fiction', 'Didactic fiction'}",Text,1749,39,2,0
7494,10252,PG19229,Anticipations: Of the Reaction of Mechanical and Scientific Progress upon Human life and Thought,"Wells, H. G. (Herbert George)",1866,1946,['en'],163,"{'Social prediction', 'Civilization', 'Twentieth century -- Forecasts', 'Communication and traffic'}",Text,1914,48,2,
3720,5385,PG14848,The Story of Miss Moppet,"Potter, Beatrix",1866,1943,['en'],164,"{'Kittens -- Juvenile fiction', 'Mice -- Juvenile fiction'}",Text,1916,50,3,
20836,28420,PG35580,On the Laws of Japanese Painting: An Introduction to the Study of the Art of Japan,"Bowie, Henry P.",1848,1921,['en'],165,"{'Painting, Japanese'}",Text,1891,43,2,10
4003,5778,PG15200,Selections From the Works of John Ruskin,"Ruskin, John",1819,1900,['en'],166,{'Art'},Text,1884,65,4,10
15583,21559,PG29405,The Gods of Mars,"Burroughs, Edgar Rice",1875,1950,['en'],169,"{'Carter, John (Fictitious character) -- Fiction', 'Science fiction', 'Dejah Thoris (Fictitious character) -- Fiction', 'Life on other planets -- Fiction', 'Mars (Planet) -- Fiction'}",Text,1918,43,2,
2533,3780,PG13402,The Hindu-Yogi Science of Breath,"Atkinson, William Walker",1862,1932,['en'],170,"{'Yoga', 'Respiration -- Religious aspects -- Hinduism'}",Text,1900,38,2,10
9533,13131,PG2181,"The Marble Faun; Or, The Romance of Monte Beni - Volume 1","Hawthorne, Nathaniel",1804,1864,['en'],171,"{'Women art students -- Fiction', 'Murder -- Fiction', 'Rome (Italy) -- Fiction', 'Americans -- Italy -- Fiction', 'Love stories', 'Artists -- Fiction', 'Nobility -- Fiction', 'Psychological fiction'}",Text,1860,56,3,7
15080,20852,PG2876,The Light That Failed,"Kipling, Rudyard",1865,1936,['en'],171,"{'Artists -- Fiction', 'Man-woman relationships -- Fiction', 'Voyages and travels -- Fiction', 'Blindness -- Fiction', 'War correspondents -- Sudan -- Fiction'}",Text,1891,26,1,10
6231,8660,PG17797,Memoir of Jane Austen,"Austen-Leigh, James Edward",1798,1874,['en'],172,"{'Austen, Jane, 1775-1817', 'Novelists, English -- 19th century -- Biography'}",Text,1871,73,4,9
16813,23167,PG30852,"The Tin Woodman of Oz: A Faithful Story of the Astonishing Adventure Undertaken; by the Tin Woodman, assisted by Woot the Wanderer, the; Scarecrow of Oz, and Polychrome, the Rainbow's Daughter","Baum, L. Frank (Lyman Frank)",1856,1919,['en'],172,"{'Scarecrow (Fictitious character from Baum) -- Juvenile fiction', 'Wizards -- Juvenile fiction', 'Soldiers -- Juvenile fiction', 'Oz (Imaginary place) -- Juvenile fiction', 'Tin Woodman (Fictitious character) -- Juvenile fiction', 'Princess Ozma (Fictitious character) -- Juvenile fiction', 'Love -- Juvenile fiction', 'Good and evil -- Juvenile fiction', 'Gale, Dorothy (Fictitious character) -- Juvenile fiction', 'Witches -- Juvenile fiction', 'Boys -- Juvenile fiction', 'Magic -- Juvenile fiction', 'Fantasy literature'}",Text,1918,62,3,
12497,17241,PG25519,Little Wizard Stories of Oz,"Baum, L. Frank (Lyman Frank)",1856,1919,['en'],173,"{""Children's stories, American"", 'Oz (Imaginary place) -- Juvenile fiction', 'Fantasy literature', 'Short stories'}",Text,1914,58,3,
8689,11998,PG207,The Spell of the Yukon and Other Verses,"Service, Robert W. (Robert William)",1874,1958,['en'],173,{'Yukon River Valley (Yukon and Alaska) -- Poetry'},Text,1907,33,1,10
8114,11176,PG2005,Piccadilly Jim,"Wodehouse, P. G. (Pelham Grenville)",1881,1975,['en'],174,"{'Humorous stories', 'Piccadilly (London, England) -- Fiction'}",Text,1916,35,2,
3420,4987,PG1448,Heidi,"Spyri, Johanna",1827,1901,['en'],174,"{'Orphans -- Fiction', 'Grandfathers -- Fiction', 'Mountain life -- Switzerland -- Fiction', 'Switzerland -- History -- 19th century -- Fiction'}",Text,1881,54,3,10
8105,11165,PG2004,Pigs is Pigs,"Butler, Ellis Parker",1869,1937,['en'],175,"{'Humorous stories', 'Short stories'}",Text,1905,36,2,10
510,828,PG10746,Boule de Suif,"Maupassant, Guy de",1850,1893,['fr'],175,"{'Short stories, French'}",Text,1880,30,1,9
1200,1875,PG11689,Are Women People? A Book of Rhymes for Suffrage Times,"Miller, Alice Duer",1874,1942,['en'],176,{'Women -- Suffrage -- Poetry'},Text,1915,41,2,
12676,17475,PG2572,On the Decay of the Art of Lying,"Twain, Mark",1835,1910,['en'],176,"{'American essays -- 19th century', 'Truthfulness and falsehood'}",Text,1882,47,2,10
2656,3942,PG13549,The Art of War,"Jomini, Antoine Henri, baron de",1779,1869,['en'],176,{'Military art and science'},Text,1910,131,4,10
18812,25809,PG3322,East Lynne,"Wood, Henry, Mrs.",1814,1887,['en'],177,"{'Domestic fiction', 'England -- Fiction', 'France -- Fiction', 'Illegitimate children -- Fiction', 'Governesses -- Fiction', 'Psychological fiction', 'Runaway wives -- Fiction', 'Seduction -- Fiction', 'Accident victims -- Fiction'}",Text,1866,52,3,8
18679,25624,PG33063,Plane Geometry,"Wentworth, G. A. (George Albert)",1835,1906,['en'],179,"{'Geometry, Plane'}",Text,1883,48,2,10
1205,1883,PG11696,The Food of the Gods and How It Came to Earth,"Wells, H. G. (Herbert George)",1866,1946,['en'],180,"{'Science fiction', 'Giants -- Fiction', 'Growth factors -- Fiction', 'Agriculture -- Experimentation -- Fiction', 'Food supply -- Fiction'}",Text,1901,35,2,10
22438,30527,PG37478,The Prose Writings of Heinrich Heine,"Heine, Heinrich",1797,1856,['en'],181,"{'Heine, Heinrich, 1797-1856 -- Translations into English'}",Text,1899,102,4,10
1716,2654,PG1238,The City of Dreadful Night,"Thomson, James",1834,1882,['en'],182,{'English poetry'},Text,1880,46,2,9
6937,9541,PG1858,Plain Tales from the Hills,"Kipling, Rudyard",1865,1936,['en'],182,"{'India -- History -- British occupation, 1765-1947 -- Fiction', 'Short stories, English', 'British -- India -- Fiction'}",Text,1882,17,-1,10
2711,4015,PG13614,"Studies in the Psychology of Sex, Volume 5: Erotic Symbolism; The Mechanism of Detumescence; The Psychic State in Pregnancy","Ellis, Havelock",1859,1939,['en'],182,"{'Sex', 'Sex (Psychology)'}",Text,1896,37,2,10
6835,9397,PG1845,"Zuleika Dobson; Or, An Oxford Love Story","Beerbohm, Max, Sir",1872,1956,['en'],182,"{'University of Oxford -- Fiction', 'Oxford (England) -- Fiction', 'Young women -- Fiction', 'Love stories', 'College students -- Fiction', 'College stories'}",Text,1911,39,2,
8377,11553,PG2039,Evangeline: A Tale of Acadie,"Longfellow, Henry Wadsworth",1807,1882,['en'],183,"{'Acadians -- Poetry', 'American poetry'}",Text,1847,40,2,6
3479,5071,PG14565,"Cosmos: A Sketch of the Physical Description of the Universe, Vol. 1","Humboldt, Alexander von",1769,1859,['en'],183,"{'Science -- History', 'Physical geography', 'Cosmography', 'Astronomy'}",Text,1862,93,4,8
433,732,PG1065,The Raven,"Poe, Edgar Allan",1809,1849,['en'],183,"{'Ravens -- Poetry', 'Fantasy poetry, American'}",Text,1845,36,2,6
16153,22298,PG3006,Stalky & Co.,"Kipling, Rudyard",1865,1936,['en'],187,{'Schools -- Fiction'},Text,1899,34,1,10
4953,7062,PG16357,Mary: A Fiction,"Wollstonecraft, Mary",1759,1797,['en'],187,"{'Women -- Fiction', 'Feminist fiction', 'Autobiographical fiction'}",Text,1788,29,1,1
3030,4466,PG1401,Tarzan the Untamed,"Burroughs, Edgar Rice",1875,1950,['en'],188,"{'Fantasy fiction', 'Tarzan (Fictitious character) -- Fiction', 'Adventure stories'}",Text,1920,45,2,
10061,13865,PG22480,The Prussian Officer,"Lawrence, D. H. (David Herbert)",1885,1930,['en'],189,"{'Fiction', 'Short stories'}",Text,1916,31,1,
2268,3427,PG13085,A Diversity of Creatures,"Kipling, Rudyard",1865,1936,['en'],189,"{'English poetry', 'Short stories, English'}",Text,1915,50,3,
3187,4689,PG14220,The Tale of the Flopsy Bunnies,"Potter, Beatrix",1866,1943,['en'],189,"{""Children's stories, English"", 'Rabbits -- Juvenile fiction'}",Text,1904,38,2,10
1153,1810,PG1162,The Jacket (The Star-Rover),"London, Jack",1876,1916,['en'],189,"{'Death row inmates -- Fiction', 'Psychological fiction', 'California State Prison at San Quentin -- Fiction', 'Prisoners -- Fiction', 'Reincarnation -- Fiction', 'San Quentin (Calif.) -- Fiction'}",Text,1915,39,2,
20798,28373,PG35538,The Squatter and the Don: A Novel Descriptive of Contemporary Occurrences in California,"Ruiz de Burton, María Amparo",1832,1895,['en'],191,"{'Mexicans -- California -- Fiction', 'Domestic fiction', 'California -- Fiction', 'Love stories', 'Ethnic relations -- Fiction', 'Squatters -- Fiction', 'Conflict of generations -- Fiction', 'Landowners -- Fiction', 'Land tenure -- Fiction'}",Text,1878,46,2,9
4169,5998,PG1539,The Winter's Tale,"Shakespeare, William",1564,1616,['en'],192,"{'Tragicomedy', 'Sicily (Italy) -- Kings and rulers -- Drama', 'Fathers and daughters -- Drama', 'Castaways -- Drama', 'Married people -- Drama'}",Text,1756,192,4,1
14619,20219,PG2819,Barrack Room Ballads,"Kipling, Rudyard",1865,1936,['en'],192,{'Soldiers -- Poetry'},Text,1903,38,2,10
16906,23289,PG30962,An Apology for the Life of Mrs. Shamela Andrews,"Fielding, Henry",1707,1754,['en'],193,"{'Richardson, Samuel, 1689-1761 -- Parodies, imitations, etc.', 'Richardson, Samuel, 1689-1761. Pamela'}",Text,1740,33,1,0
5307,7532,PG16780,The Declaration of Independence of The United States of America,"Jefferson, Thomas",1743,1826,['en'],193,"{'United States -- History -- Revolution, 1775-1783 -- Sources', 'United States. Declaration of Independence'}",Text,1863,120,4,8
16254,22443,PG301,The Ballad of Reading Gaol,"Wilde, Oscar",1854,1900,['en'],194,"{'Prisons -- Poetry', 'Imprisonment -- Poetry', 'Prisoners -- Poetry'}",Text,1899,45,2,10
23098,31440,PG3829,Love Among the Chickens,"Wodehouse, P. G. (Pelham Grenville)",1881,1975,['en'],196,"{'Chicken breeders -- Fiction', 'Ukridge, Stanley Featherstonehaugh (Fictitious character) -- Fiction', 'England -- Fiction', 'Farm life -- Fiction', 'Humorous stories'}",Text,1918,37,2,
16674,22997,PG3069,The Great Boer War,"Doyle, Arthur Conan",1859,1930,['en'],198,"{'South African War, 1899-1902'}",Text,1902,43,2,10
21644,29472,PG36528,Monsieur Vénus,Rachilde,1860,1953,['fr'],201,"{'Sex role -- Fiction', 'French fiction', 'Man-woman relationships -- Fiction', 'Social classes -- Fiction'}",Text,1868,8,-1,8
5580,7857,PG17073,La Regenta,"Alas, Leopoldo",1852,1901,['es'],203,"{'Spain -- Social life and customs -- Fiction', 'Married people -- Spain -- Fiction'}",Text,1885,33,1,10
3739,5407,PG14868,The Tailor of Gloucester,"Potter, Beatrix",1866,1943,['en'],204,"{'Christmas -- Juvenile fiction', 'Mice -- Juvenile fiction'}",Text,1903,37,2,10
561,895,PG10806,The Sword of Welleran and Other Stories,"Dunsany, Lord",1878,1957,['en'],205,"{'Fantasy fiction, English'}",Text,1917,39,2,
17100,23546,PG31193,Manifesto of the Communist Party,"Engels, Friedrich",1820,1895,['en'],206,"{'Socialism', 'Communism'}",Text,1848,28,1,6
12423,17135,PG25423,狂人日記,"Lu, Xun",1881,1936,['zh'],209,"{'Diaries -- Fiction', 'Chinese fiction -- 20th century'}",Text,1918,37,2,
14996,20726,PG28656,Typee,"Melville, Herman",1819,1891,['en'],209,"{'Sailors -- Fiction', 'Marquesas Islands (French Polynesia) -- Fiction', 'Adventure stories', 'Indigenous peoples -- Fiction'}",Text,1842,23,0,6
10163,13998,PG225,At the Back of the North Wind,"MacDonald, George",1824,1905,['en'],209,{'Fairy tales'},Text,1871,47,2,9
8730,12053,PG2084,The Way of All Flesh,"Butler, Samuel",1835,1902,['en'],212,"{'Bildungsromans', 'Parent and adult child -- Fiction', 'England -- Fiction', 'Domestic fiction', 'Young men -- Fiction', 'Children of clergy -- Fiction', 'Conflict of generations -- Fiction', 'Middle class -- Fiction', 'Autobiographical fiction'}",Text,1903,68,4,10
9300,12840,PG21558,The Children of the New Forest,"Marryat, Frederick",1792,1848,['en'],212,"{'Great Britain -- History -- Civil War, 1642-1649 -- Juvenile fiction', 'Foresters -- Juvenile fiction', 'Soldiers -- Juvenile fiction', 'Orphans -- Juvenile fiction', 'New Forest (England : Forest) -- Juvenile fiction'}",Text,1847,55,3,6
4866,6950,PG16256,"The Psychology of Management: The Function of the Mind in Determining, Teaching and Installing Methods of Least Waste","Gilbreth, Lillian Moller",1878,1972,['en'],213,"{'Industrial efficiency', 'Industrial management', 'Psychology, Industrial'}",Text,1914,36,2,
1402,2255,PG1202,Tales of Unrest,"Conrad, Joseph",1857,1924,['en'],215,"{'Adventure stories, English', 'Short stories'}",Text,1898,41,2,10
10075,13887,PG224,A Pair of Blue Eyes,"Hardy, Thomas",1840,1928,['en'],215,"{'Triangles (Interpersonal relations) -- Fiction', 'Elopement -- Fiction', 'Wessex (England) -- Fiction', 'Separation (Psychology) -- Fiction', 'Didactic fiction'}",Text,1873,33,1,9
12965,17864,PG2607,"Psmith, Journalist","Wodehouse, P. G. (Pelham Grenville)",1881,1975,['en'],215,{'Humorous stories'},Text,1915,34,1,
18289,25104,PG32596,The Revolt of the Angels,"France, Anatole",1844,1924,['en'],218,"{'French wit and humor -- Translations into English', 'French fiction -- Translations into English', 'Angels -- Fiction'}",Text,1870,26,1,8
3264,4782,PG14304,The Tale of Peter Rabbit,"Potter, Beatrix",1866,1943,['en'],218,{'Rabbits -- Juvenile fiction'},Text,1903,37,2,10
23903,32521,PG39272,"The inventions, researches and writings of Nikola Tesla: With special reference to his work in polyphase currents and high potential lighting","Martin, Thomas Commerford",1856,1924,['en'],218,"{'Electrical engineering', 'Electric currents, Alternating'}",Text,1900,44,2,10
13510,18678,PG26812,Un coeur simple,"Flaubert, Gustave",1821,1880,['fr'],219,{'Women household employees -- France -- Fiction'},Text,1877,56,3,9
17095,23541,PG31189,The Monster and Other Stories,"Crane, Stephen",1871,1900,['en'],220,"{'Hotels -- Fiction', 'Nebraska -- Fiction', 'Social isolation -- Fiction', 'Mittens -- Fiction', 'Missing children -- Fiction', 'Disfigured persons -- Fiction', 'United States -- Social life and customs -- 19th century -- Fiction'}",Text,1898,27,1,10
658,1038,PG10935,The Wonderful Adventures of Nils,"Lagerlöf, Selma",1858,1940,['en'],221,"{'Geese -- Juvenile fiction', 'Conduct of life -- Juvenile fiction', 'Kindness -- Juvenile fiction', 'Boys -- Juvenile fiction', 'Sweden -- Juvenile fiction', 'Fantasy literature'}",Text,1907,49,2,10
18052,24804,PG32325,The Adventures of Huckleberry Finn (Tom Sawyer's Comrade),"Twain, Mark",1835,1910,['en'],222,"{'Bildungsromans', 'Finn, Huckleberry (Fictitious character) -- Fiction', 'Fugitive slaves -- Fiction', 'Race relations -- Fiction', 'Boys -- Fiction', 'Mississippi River -- Fiction', 'Male friendship -- Fiction', 'Adventure stories', 'Runaway children -- Fiction', 'Humorous stories', 'Missouri -- Fiction'}",Text,1840,5,-1,5
7272,9966,PG18972,"Zadig; Or, The Book of Fate",Voltaire,1694,1778,['en'],223,"{'French literature -- 18th century', 'Manners and customs -- Fiction', 'Political fiction, French'}",Text,1748,54,3,0
17490,24042,PG3163,"Birds and Bees, Sharp Eyes, and Other Papers","Burroughs, John",1837,1921,['en'],225,"{'Birds', 'Natural history -- Outdoor books', 'Bees'}",Text,1907,70,4,10
14526,20075,PG2806,"The Phantom 'Rickshaw, and Other Ghost Stories","Kipling, Rudyard",1865,1936,['en'],226,"{'Ghost stories, English'}",Text,1888,23,0,10
18769,25753,PG3317,Now It Can Be Told,"Gibbs, Philip",1877,1962,['en'],227,"{'World War, 1914-1918', 'World War, 1914-1918 -- Great Britain'}",Text,1888,11,-1,10
12110,16698,PG2502,"Chitra, a Play in One Act","Tagore, Rabindranath",1861,1941,['en'],229,{'Indic drama'},Text,1913,52,3,
8578,11831,PG2064,A Journey to the Western Islands of Scotland,"Johnson, Samuel",1709,1784,['en'],231,"{'Boswell, James, 1740-1795 -- Travel -- Scotland -- Hebrides', 'Scotland -- Description and travel -- Early works to 1800', 'Johnson, Samuel, 1709-1784 -- Travel -- Scotland -- Hebrides', 'Hebrides (Scotland) -- Description and travel -- Early works to 1800'}",Text,1785,76,4,1
13356,18475,PG2662,"Under the Greenwood Tree; Or, The Mellstock Quire: A Rural Painting of the Dutch School","Hardy, Thomas",1840,1928,['en'],231,"{'Love stories', 'Women teachers -- Fiction', 'Pastoral fiction', 'Wessex (England) -- Fiction', 'Church musicians -- Fiction', 'Musical fiction', 'Courtship -- Fiction', 'Choirs (Music) -- Fiction'}",Text,1872,32,1,9
13676,18886,PG269,Beasts and Super-Beasts,Saki,1870,1916,['en'],231,"{'Short stories, English', 'Humorous stories', 'Supernatural -- Fiction'}",Text,1914,44,2,
16264,22454,PG3020,Table Talk: Essays on Men and Manners,"Hazlitt, William",1778,1830,['en'],232,{'English essays'},Text,1826,48,2,4
1287,2098,PG1188,The Lair of the White Worm,"Stoker, Bram",1847,1912,['en'],232,"{'Gothic fiction', 'Horror tales'}",Text,1911,64,3,
7724,10554,PG19500,Can You Forgive Her?,"Trollope, Anthony",1815,1882,['en'],234,"{'London (England) -- Fiction', 'Love stories', 'Palliser, Plantagenet (Fictitious character) -- Fiction', 'Great Britain -- Social life and customs -- 19th century -- Fiction', 'Political fiction'}",Text,1865,50,3,8
1709,2647,PG12383,The Poetical Works of William Wordsworth — Volume 3 (of 8),"Wordsworth, William",1770,1850,['en'],235,"{'English poetry -- 18th century', 'English poetry -- 19th century'}",Text,1850,80,4,6
3950,5707,PG15137,The Tale of Mrs. Tiggy-Winkle,"Potter, Beatrix",1866,1943,['en'],236,{'Hedgehogs -- Juvenile fiction'},Text,1905,39,2,10
531,860,PG10775,Le Horla,"Maupassant, Guy de",1850,1893,['fr'],238,"{'Short stories, French', 'French fiction'}",Text,1886,36,2,10
1381,2228,PG12005,Les Chants de Maldoror,"Lautréamont, comte de",1846,1870,['fr'],238,"{'Metamorphosis -- Religious aspects -- Poetry', 'Fantasy poetry, French'}",Text,1869,23,0,8
13951,19292,PG27365,Tales of Space and Time,"Wells, H. G. (Herbert George)",1866,1946,['en'],239,"{'Science fiction, English'}",Text,1899,33,1,10
3690,5348,PG14814,The Tale of Jemima Puddle-Duck,"Potter, Beatrix",1866,1943,['en'],239,"{'Ducks -- Juvenile fiction', 'Foxes -- Juvenile fiction', 'Domestic animals -- Juvenile fiction', 'Dogs -- Juvenile fiction'}",Text,1905,39,2,10
4808,6868,PG16182,"The Letters of Robert Browning and Elizabeth Barrett Barrett, Vol. 1 (of 2) 1845-1846","Browning, Elizabeth Barrett",1806,1861,['en'],241,"{'Poets, English -- 19th century -- Correspondence', 'Browning, Elizabeth Barrett, 1806-1861 -- Correspondence', 'Browning, Robert, 1812-1889 -- Correspondence'}",Text,1844,38,2,6
4237,6101,PG15492,A Doll's House,"Ibsen, Henrik",1828,1906,['en'],242,"{'Man-woman relationships -- Drama', 'Wives -- Drama', 'Norwegian drama -- Translations into English', 'Marriage -- Drama'}",Text,1879,51,3,9
16292,22487,PG3023,Faust — Part 1,"Goethe, Johann Wolfgang von",1749,1832,['en'],243,"{'Faust, -approximately 1540 -- Drama', 'German poetry -- Translations into English', 'Legends -- Germany -- Drama', 'Magicians -- Drama'}",Text,1808,59,3,2
13086,18043,PG26240,The Clansman: An Historical Romance of the Ku Klux Klan,"Dixon, Thomas",1864,1946,['en'],247,"{'White supremacy movements -- Fiction', 'Ku Klux Klan (19th century) -- Fiction', 'Racism -- Fiction', 'Reconstruction (U.S. history, 1865-1877) -- Fiction', 'South Carolina -- Fiction', 'Political fiction', 'Historical fiction'}",Text,1915,51,3,
123,221,PG1019,"Poems by Currer, Ellis, and Acton Bell","Brontë, Anne",1820,1849,['en'],248,{'English poetry -- 19th century'},Text,1850,30,1,6
5488,7741,PG1696,The Club of Queer Trades,"Chesterton, G. K. (Gilbert Keith)",1874,1936,['en'],251,"{'Detective and mystery stories, English', 'Private investigators -- England -- London -- Fiction'}",Text,1905,31,1,10
3711,5373,PG14837,The Tale of Tom Kitten,"Potter, Beatrix",1866,1943,['en'],255,"{'Kittens -- Juvenile fiction', 'Cats -- Juvenile fiction'}",Text,1906,40,2,10
6682,9197,PG1827,The Life of Charlotte Brontë — Volume 1,"Gaskell, Elizabeth Cleghorn",1810,1865,['en'],258,"{'Brontë, Charlotte, 1816-1855', 'Novelists, English -- 19th century -- Biography'}",Text,1848,38,2,6
16010,22096,PG2988,Mark Twain: A Biography. Complete,"Paine, Albert Bigelow",1861,1937,['en'],258,"{'Humorists, American -- 19th century -- Biography', 'Authors, American -- 19th century -- Biography', 'Twain, Mark, 1835-1910', 'Journalists -- United States -- Biography'}",Text,1885,24,0,10
2450,3665,PG1329,A Voyage to Arcturus,"Lindsay, David",1876,1945,['en'],260,"{'Science fiction', 'Quests (Expeditions) -- Fiction', 'Life on other planets -- Fiction', 'Psychological fiction'}",Text,1920,44,2,
892,1365,PG11229,The Purple Cloud,"Shiel, M. P. (Matthew Phipps)",1865,1947,['en'],261,"{'Science fiction', 'End of the world -- Fiction', 'Apocalyptic fantasies', 'Natural disasters -- Fiction'}",Text,1901,36,2,10
16744,23081,PG30775,"Elements of Chemistry,: In a New Systematic Order, Containing all the Modern Discoveries","Lavoisier, Antoine Laurent",1743,1794,['en'],265,{'Chemistry -- Early works to 1800'},Text,1790,47,2,1
7358,10075,PG1906,"Erewhon; Or, Over the Range","Butler, Samuel",1835,1902,['en'],266,"{'Satire', 'Utopias -- Fiction', 'Utopian fiction'}",Text,1863,28,1,8
16317,22520,PG3026,North of Boston,"Frost, Robert",1874,1963,['en'],268,{'American poetry -- 20th century'},Text,1914,40,2,
136,243,PG10219,The Poetical Works of William Wordsworth — Volume 1 (of 8),"Wordsworth, William",1770,1850,['en'],268,"{'English poetry -- 18th century', 'English poetry -- 19th century'}",Text,1850,80,4,6
2475,3704,PG13334,The Collected Works of Ambrose Bierce — Volume 2: In the Midst of Life: Tales of Soldiers and Civilians,"Bierce, Ambrose",1842,1913,['en'],269,"{'Horror tales, American', 'Paranormal fiction', 'War stories, American', 'United States -- History -- Civil War, 1861-1865 -- Fiction'}",Text,1913,71,4,
5486,7738,PG16967,English-Esperanto Dictionary,"Hayes, C. F. (Charles Frederic)",1857,1942,"['en', 'eo']",273,"{'English language -- Dictionaries -- Esperanto', 'Esperanto -- Dictionaries -- English'}",Text,1908,51,3,10
2657,3943,PG1354,Chronicles of Avonlea,"Montgomery, L. M. (Lucy Maud)",1874,1942,['en'],273,"{'Shirley, Anne (Fictitious character) -- Fiction', 'City and town life -- Fiction', 'Islands -- Fiction', 'Prince Edward Island -- Fiction'}",Text,1912,38,2,
11258,15565,PG2400,"Vikram and the Vampire: Classic Hindu Tales of Adventure, Magic, and Romance","Burton, Richard Francis, Sir",1821,1890,['en'],274,"{'Hindus -- Folklore', 'Vampires -- India -- Folklore', 'Tales -- India'}",Text,1872,51,3,9
3215,4721,PG1424,Castle Rackrent,"Edgeworth, Maria",1767,1849,['en'],278,"{'Administration of estates -- Fiction', 'Landlord and tenant -- Fiction', 'Domestic fiction', 'Ireland -- Social life and customs -- Fiction', 'Poor families -- Fiction', 'Landowners -- Fiction', 'Rural conditions -- Fiction', 'Rich people -- Fiction', 'Ireland -- Fiction', 'Pastoral fiction'}",Text,1800,33,1,1
11642,16086,PG2447,Eminent Victorians,"Strachey, Lytton",1880,1932,['en'],279,"{'Arnold, Thomas, 1795-1842', 'Gordon, Charles George, 1833-1885', 'Nightingale, Florence, 1820-1910', 'Manning, Henry Edward, 1808-1892', 'Great Britain -- Biography', 'Great Britain -- History -- Victoria, 1837-1901 -- Biography'}",Text,1918,38,2,
3018,4444,PG13,The Hunting of the Snark: An Agony in Eight Fits,"Carroll, Lewis",1832,1898,['en'],279,"{'Nonsense verses, English'}",Text,1896,64,3,10
10604,14634,PG23172,"The Damned Thing: 1898, From ""In the Midst of Life""","Bierce, Ambrose",1842,1913,['en'],284,"{'Horror tales', 'Short stories'}",Text,1913,71,4,
9675,13298,PG21970,The Scarlet Plague,"London, Jack",1876,1916,['en'],284,"{'Science fiction', 'End of the world -- Fiction', 'Plague -- Fiction'}",Text,1912,36,2,
10052,13856,PG22472,The Book of the Damned,"Fort, Charles",1874,1932,['en'],284,"{'Meteorology -- Miscellanea', 'Astronomy -- Miscellanea'}",Text,1919,45,2,
11630,16064,PG2445,Letters on England,Voltaire,1694,1778,['en'],286,"{'English literature -- 18th century -- History and criticism', 'Philosophy, Modern -- 18th century', 'Imaginary letters', 'Great Britain -- Civilization -- 18th century', 'Great Britain -- Religion', 'Great Britain -- Intellectual life -- 18th century'}",Text,1734,40,2,0
10420,14379,PG22943,The Nebuly Coat,"Falkner, John Meade",1858,1932,['en'],286,"{'Architects -- Fiction', 'Dorset (England) -- Fiction', 'Nobility -- Fiction', 'Heraldry -- Fiction', 'Church architecture -- Conservation and restoration -- Fiction'}",Text,1903,45,2,10
